accuracy,balanced_accuracy,precision,recall,f1_score,auc,cohen_kappa,true_positives,true_negatives,false_positives,false_negatives,fpr,fnr,num_misclassified
0.8509615384615384,0.8123931623931624,0.824945295404814,0.9666666666666667,0.8902007083825265,0.9222550953320184,0.6627379873073436,377,154,80,13,0.3418803418803419,0.03333333333333333,93
