accuracy,balanced_accuracy,precision,recall,f1_score,auc,cohen_kappa,true_positives,true_negatives,false_positives,false_negatives,fpr,fnr,num_misclassified
0.8653846153846154,0.8222222222222222,0.825531914893617,0.9948717948717949,0.9023255813953488,0.9631930747315363,0.691743119266055,388,152,82,2,0.3504273504273504,0.005128205128205128,84
